"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC641746",1.14983310247176,0.813889606632125,2.24988204416974,0.36174767861329,0.717540594149726,1
"ZNF680",46.9630567311162,-0.0324309440184822,0.379969379883993,-0.0853514670797515,0.93198197595998,1
"YWHAEP1",10.5860845039473,-0.413631378015497,0.644112434394681,-0.642172633112131,0.520761099981593,1
"LOC105375321",29.969924896774,0.0989996536932119,0.425056897982334,0.23290918030773,0.815831929612149,1
"ZNF736",176.591882301828,-0.0475797336596701,0.287051636371531,-0.16575322217668,0.868351160075727,1
"LOC105375322",14.5133247327874,1.03472127145924,0.585077964792033,1.76851861414237,0.076974243147391,1
"ZNF727",1.10002067085522,-0.0191727375673873,2.3657809087069,-0.00810418982452051,0.993533862841654,1
"LOC124901653",38.1599180590764,-0.0213474665873226,0.459490995656469,-0.0464589443299618,0.962944456408355,1
"NMD3P1",2.29278617364277,-1.51322692761064,1.51325111363125,-0.9999840171797,0.317318242673941,1
"GABPAP",1.62678476564348,0.700917154610873,1.77588157548963,0.394686877934201,0.693073988101323,1
"ZNF716",1.82398963816805,0.923810181829365,1.39288300517969,0.663236020824441,0.507179405102442,1
"TNRC18P3",5.84924750424476,-0.735087922854271,1.03023082661745,-0.71351769318317,0.475525468586698,1
"LOC441228",6.96080844594289,0.783215312879752,0.713980261243961,1.09697054021516,0.272654270434985,1
"CHCHD2",5054.04641614773,-0.154288147603885,0.216885386603787,-0.711381020270136,0.476848157098256,1
"PHKG1",32.8317779567514,-0.17483493320175,0.453750146902072,-0.38531102280719,0.700006995813084,1
"SUMF2",2455.58052929487,-0.0963543176664257,0.123987504468855,-0.777129260558912,0.437082512193057,1
"CCT6A",1668.6720353379,0.0475109710907881,0.168086757796761,0.282657430683713,0.777439451357222,1
"PSPH",265.722616726762,0.0262095428658399,0.211935384710269,0.123667611718875,0.901578456862421,1
"NIPSNAP2",323.294589663227,-0.180485045397876,0.139616196488055,-1.2927228354435,0.196106936924747,1
"MRPS17",254.988010780939,-0.00583646465192318,0.187548334840627,-0.0311197892366404,0.975174007783262,1
"ZNF713",40.0737141235445,0.110896208280859,0.410198960496396,0.270347365450805,0.786893029103307,1
"SUMO2P3",5.11413334037734,0.620497415533037,0.962263053045374,0.644831383236928,0.519036461949509,1
"LOC100420539",2.62395671586053,0.632753415868471,1.41096991013363,0.448452806345492,0.653826438642442,1
"FKBP9P1",11.9968242226536,0.65347864963003,0.634866501852886,1.02931663227281,0.303330910098551,1
"VOPP1",1281.84743210596,0.0397612240351335,0.146419093463365,0.271557643847057,0.785962171186048,1
"LANCL2",369.590050606929,-0.0932461867009875,0.136610025664634,-0.682572060486244,0.494877293859011,1
"ELDR",1.09030108045986,0.255267854236026,1.99805937789514,0.127757892012668,0.898340574214407,1
"EGFR",28.7598693124254,0.397026461185826,0.368176069458143,1.07836031214669,0.280872991217098,1
"SEC61G-DT",3.26423516342452,-3.00491299119603,1.53871377294638,-1.95287326598898,0.0508346142263855,1
"SEC61G",1055.58572854233,-0.169006677424692,0.249379978498613,-0.677707482542078,0.497957181208366,1
"VSTM2A",1.68264023219227,-2.27002573102094,2.00690479056615,-1.13110783415917,0.258009707339648,1
"LOC100133177",2.21337311620057,1.222599226437,1.38758794032815,0.88109675135103,0.378265455441106,1
"LOC124901633",4.91691323692852,0.422340332860603,0.923621164173921,0.457265759212372,0.647480037736006,1
"COBL",606.109604275021,0.169130644402563,0.149407039866578,1.13201255144067,0.25762915758853,1
"GRB10",105.565355628706,0.0816484318112221,0.278830757509663,0.292824337388219,0.769656424693933,1
"FIGNL1",136.100493657115,0.176141887336486,0.336373339290249,0.523649964970908,0.600522022484659,1
"UPP1",30.9494814354722,0.233700310042749,0.408778539110857,0.571703961149905,0.56752255040634,1
"HUS1",85.2094429462397,0.37559672541565,0.256829466760419,1.46243626229237,0.143621698518836,1
"PKD1L1",40.6265650201781,0.286970425686282,0.338514623776535,0.8477342056446,0.396586012173534,1
"TNS3",249.894927585441,0.611345325404957,0.245787039283926,2.48729683707507,0.012871794924997,1
"LOC102723446",1.50413163031439,-2.37762400696753,2.14435591596571,-1.10878235710081,0.267524083306463,1
"IGFBP3",368.464581610959,0.0164679959568418,0.177024816797514,0.093026482132606,0.92588252274282,1
"LOC112267918",28.1077816092493,0.119463610067135,0.492731657213063,0.242451663736876,0.808430206358821,1
"LOC730234",5.09226851883212,0.351338961993662,0.912505120593371,0.385026838824969,0.700217531030968,1
"GTF2IP13",11.1348454639725,0.322512567519977,0.783928928844997,0.411405365528673,0.68077532022625,1
"SEPTIN7P2",134.367940667198,0.202562161831058,0.213347096341543,0.949448880742117,0.342392359600574,1
"ADCY1",6949.49346821736,0.0433824078853605,0.111910680743976,0.387652077504637,0.698273524370721,1
"LOC124901623",42.0275146150904,-0.293322049653577,0.565839329126459,-0.518383990922665,0.604190382107186,1
"RAMP3",2097.45173498699,-0.315879064821989,0.196833105675122,-1.60480658849815,0.108536375592666,1
"SNORA5C",4.48607660396585,0.216599103958212,0.936229254079668,0.23135263399896,0.81704085956895,1
"SNORA5A",1.78232125193041,-1.66583580192933,1.46339145800988,-1.1383391592259,0.254978888400986,1
"TBRG4",1800.26942526656,-0.124496263715273,0.167405735716832,-0.743679797960205,0.457070214110067,1
"CCM2",831.775742470898,-0.0888859447807281,0.159471389805798,-0.557378630041239,0.577268763033421,1
"LOC102723334",11.4324740670959,-0.560774649592438,0.688929082655197,-0.813980224831212,0.415656279737496,1
"SNORA9",8.68001745455578,0.590705288945894,0.790754451707015,0.747014813094923,0.455054619273763,1
"SNHG15",374.473855104581,-0.12955695514749,0.168922514254046,-0.766960850183927,0.443104792739191,1
"PURB",991.618323142672,0.158724560420123,0.190173382279369,0.834630790690534,0.403925620190546,1
